age,marital,gender,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
68,Unmarried,Male,23,22,Under $25,10.7,Economy,High school degree,24,Yes,More than 15,Neutral,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
26,Unmarried,Male,2,38,$25 - $49,18.6,Standard,College degree,1,No,Less than 5,Highly dissatisfied,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
29,Married,Female,4,74,$50 - $74,37.3,Luxury,College degree,0,No,Less than 5,Highly satisfied,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
23,Married,Male,3,13,Under $25,6.4,Economy,High school degree,1,No,Less than 5,Highly dissatisfied,4,Yes,Yes,No,No,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
61,Unmarried,Male,37,41,$25 - $49,20.2,Standard,Some college,21,Yes,More than 15,Somewhat satisfied,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
39,Unmarried,Female,12,48,$25 - $49,25.6,Standard,Did not complete high school,6,No,5 to 15,Somewhat dissatisfied,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
47,Married,Female,13,176,$75+,88.9,Luxury,College degree,5,No,5 to 15,Somewhat dissatisfied,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
36,Unmarried,Male,2,40,$25 - $49,20.4,Standard,College degree,8,No,5 to 15,Somewhat dissatisfied,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
61,Unmarried,Male,17,837,$75+,73.4,Luxury,High school degree,42,No,More than 15,Highly satisfied,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
32,Married,Male,1,71,$50 - $74,35.4,Luxury,College degree,9,No,5 to 15,Somewhat dissatisfied,2,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Married,Male,0,30,$25 - $49,14.4,Economy,College degree,5,No,5 to 15,Somewhat dissatisfied,4,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
66,Married,Female,46,42,$25 - $49,19.9,Standard,High school degree,10,No,5 to 15,Somewhat dissatisfied,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
35,Married,Male,9,51,$50 - $74,25.4,Standard,Did not complete high school,14,No,5 to 15,Somewhat satisfied,2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Married,Male,23,352,$75+,67.7,Luxury,College degree,23,No,More than 15,Somewhat satisfied,4,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Unmarried,Female,27,122,$75+,60.4,Luxury,College degree,20,No,More than 15,Highly satisfied,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
34,Married,Male,0,38,$25 - $49,19.6,Standard,Some college,7,No,5 to 15,Somewhat dissatisfied,5,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
29,Unmarried,Male,0,67,$50 - $74,34.2,Luxury,High school degree,10,No,5 to 15,Somewhat dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
36,Unmarried,Male,5,31,$25 - $49,15.6,Standard,Some college,0,No,Less than 5,Highly dissatisfied,3,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Married,Male,4,51,$50 - $74,25.9,Standard,Some college,7,No,5 to 15,Somewhat dissatisfied,4,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
33,Married,Male,10,35,$25 - $49,17.3,Standard,College degree,2,No,Less than 5,Neutral,5,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
46,Married,Female,12,88,$75+,42.7,Luxury,High school degree,23,No,More than 15,Somewhat satisfied,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
29,Unmarried,Female,5,60,$50 - $74,30.4,Luxury,College degree,2,No,Less than 5,Neutral,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
38,Married,Female,7,53,$50 - $74,25,Standard,Some college,2,No,Less than 5,Highly dissatisfied,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
38,Unmarried,Male,1,42,$25 - $49,20.5,Standard,High school degree,6,No,5 to 15,Somewhat dissatisfied,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,Female,1,29,$25 - $49,14.3,Economy,Did not complete high school,7,No,5 to 15,Neutral,2,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,Male,3,62,$50 - $74,31,Luxury,Post-undergraduate degree,2,No,Less than 5,Somewhat satisfied,7,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
58,Married,Male,21,46,$25 - $49,22.2,Standard,High school degree,0,No,Less than 5,Somewhat dissatisfied,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,Female,2,31,$25 - $49,15.4,Standard,Did not complete high school,12,No,5 to 15,Somewhat dissatisfied,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
64,Unmarried,Male,16,16,Under $25,8.1,Economy,College degree,8,Yes,5 to 15,Somewhat dissatisfied,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
41,Unmarried,Male,12,36,$25 - $49,18.2,Standard,Some college,0,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
44,Unmarried,Female,24,25,$25 - $49,11.9,Economy,Did not complete high school,1,No,Less than 5,Highly dissatisfied,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
60,Married,Female,38,82,$75+,40.3,Luxury,Did not complete high school,28,No,More than 15,Neutral,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Unmarried,Female,7,25,$25 - $49,12.7,Economy,College degree,4,No,Less than 5,Somewhat satisfied,2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
35,Unmarried,Male,7,37,$25 - $49,18.6,Standard,Some college,9,No,5 to 15,Somewhat satisfied,1,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
58,Married,Male,19,19,Under $25,9.6,Economy,High school degree,3,No,Less than 5,Highly dissatisfied,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
37,Unmarried,Female,15,30,$25 - $49,15,Standard,High school degree,6,No,5 to 15,Somewhat satisfied,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
63,Married,Female,28,208,$75+,83.1,Luxury,High school degree,28,No,More than 15,Somewhat satisfied,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
22,Married,Female,0,25,$25 - $49,12.1,Economy,Some college,0,No,Less than 5,Somewhat satisfied,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
66,Married,Female,29,72,$50 - $74,34.8,Luxury,High school degree,20,No,More than 15,Somewhat dissatisfied,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
26,Unmarried,Male,1,19,Under $25,9.4,Economy,Did not complete high school,0,No,Less than 5,Highly dissatisfied,1,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
44,Unmarried,Female,13,104,$75+,51,Luxury,High school degree,11,No,5 to 15,Somewhat satisfied,1,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
41,Unmarried,Female,9,25,$25 - $49,12.4,Economy,High school degree,2,No,Less than 5,Neutral,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
26,Married,Male,7,15,Under $25,7.6,Economy,Did not complete high school,0,No,Less than 5,Somewhat dissatisfied,3,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
48,Unmarried,Female,27,371,$75+,74.6,Luxury,College degree,20,No,More than 15,Somewhat dissatisfied,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Unmarried,Female,18,135,$75+,67.6,Luxury,Did not complete high school,26,No,More than 15,Neutral,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
26,Married,Male,1,50,$50 - $74,25.3,Standard,High school degree,5,No,5 to 15,Somewhat satisfied,5,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,Female,4,22,Under $25,11.2,Economy,Did not complete high school,4,No,Less than 5,Highly satisfied,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Married,Male,15,354,$75+,70.7,Luxury,High school degree,36,No,More than 15,Highly satisfied,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
34,Married,Male,15,38,$25 - $49,18.3,Standard,College degree,7,No,5 to 15,Highly satisfied,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
32,Married,Male,5,45,$25 - $49,22.1,Standard,Did not complete high school,11,No,5 to 15,Neutral,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
35,Unmarried,Female,12,32,$25 - $49,15.7,Standard,High school degree,12,No,5 to 15,Somewhat dissatisfied,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
22,Married,Male,1,32,$25 - $49,16.2,Standard,High school degree,1,No,Less than 5,Highly dissatisfied,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
25,Unmarried,Male,0,30,$25 - $49,14.6,Economy,Some college,2,No,Less than 5,Highly satisfied,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
59,Married,Female,26,103,$75+,51.2,Luxury,High school degree,19,No,More than 15,Highly satisfied,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
28,Married,Female,7,15,Under $25,7.5,Economy,Post-undergraduate degree,0,No,Less than 5,Somewhat dissatisfied,6,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,Female,11,52,$50 - $74,25.4,Standard,High school degree,12,No,5 to 15,Highly dissatisfied,3,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
43,Unmarried,Male,7,29,$25 - $49,14,Economy,Did not complete high school,3,No,Less than 5,Neutral,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
42,Married,Female,13,69,$50 - $74,34.1,Luxury,High school degree,16,No,More than 15,Highly satisfied,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
35,Unmarried,Female,4,38,$25 - $49,19,Standard,High school degree,7,No,5 to 15,Neutral,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
22,Unmarried,Male,3,32,$25 - $49,15.7,Standard,Did not complete high school,6,No,5 to 15,Neutral,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
55,Unmarried,Male,22,298,$75+,80.5,Luxury,College degree,28,No,More than 15,Highly satisfied,3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
63,Unmarried,Male,43,11,Under $25,5.6,Economy,Did not complete high school,19,Yes,More than 15,Neutral,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,Male,21,61,$50 - $74,31.7,Luxury,Some college,12,No,5 to 15,Somewhat satisfied,2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
29,Unmarried,Male,10,59,$50 - $74,29.4,Standard,Did not complete high school,6,No,5 to 15,Somewhat dissatisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
32,Married,Female,6,52,$50 - $74,25.6,Standard,Did not complete high school,8,No,5 to 15,Somewhat satisfied,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
47,Unmarried,Male,18,138,$75+,69.2,Luxury,College degree,8,No,5 to 15,Somewhat dissatisfied,5,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
42,Unmarried,Female,16,28,$25 - $49,13.9,Economy,Some college,0,No,Less than 5,Highly dissatisfied,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
50,Unmarried,Female,3,23,Under $25,11.7,Economy,Did not complete high school,1,No,Less than 5,Highly satisfied,1,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
52,Married,Female,29,34,$25 - $49,16.9,Standard,Some college,1,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
33,Married,Female,0,26,$25 - $49,13.1,Economy,Did not complete high school,3,No,Less than 5,Highly satisfied,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
54,Unmarried,Male,34,286,$75+,73.6,Luxury,College degree,23,No,More than 15,Neutral,1,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
37,Married,Female,16,32,$25 - $49,15.9,Standard,Did not complete high school,15,No,More than 15,Highly satisfied,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Married,Female,20,307,$75+,73.5,Luxury,College degree,20,No,More than 15,Somewhat satisfied,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
70,Married,Male,43,11,Under $25,5.5,Economy,High school degree,36,Yes,More than 15,Highly satisfied,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
23,Married,Female,3,14,Under $25,6.9,Economy,College degree,0,No,Less than 5,Neutral,4,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
55,Unmarried,Female,30,196,$75+,98.2,Luxury,Some college,17,No,More than 15,Somewhat satisfied,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,Male,11,81,$75+,41.1,Luxury,High school degree,19,No,More than 15,Somewhat dissatisfied,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Unmarried,Male,12,40,$25 - $49,20.1,Standard,High school degree,18,No,More than 15,Somewhat satisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
47,Married,Male,9,65,$50 - $74,32.5,Luxury,Did not complete high school,22,No,More than 15,Somewhat satisfied,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
29,Unmarried,Male,4,21,Under $25,10.5,Economy,College degree,2,No,Less than 5,Highly dissatisfied,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,Male,3,26,$25 - $49,13.1,Economy,Some college,0,No,Less than 5,Highly dissatisfied,4,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Married,Female,10,40,$25 - $49,19.8,Standard,Some college,7,No,5 to 15,Somewhat dissatisfied,4,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
28,Unmarried,Male,2,26,$25 - $49,12.6,Economy,Did not complete high school,3,No,Less than 5,Somewhat dissatisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Married,Female,24,55,$50 - $74,27.2,Standard,Some college,8,No,5 to 15,Somewhat satisfied,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
45,Married,Female,14,22,Under $25,11.1,Economy,Some college,0,No,Less than 5,Highly dissatisfied,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
24,Unmarried,Male,0,19,Under $25,9.6,Economy,Some college,0,No,Less than 5,Highly dissatisfied,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
41,Married,Female,13,204,$75+,67.9,Luxury,High school degree,20,No,More than 15,Highly satisfied,4,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
18,Unmarried,Male,0,13,Under $25,6.6,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,Female,23,140,$75+,69.9,Luxury,Some college,16,No,More than 15,Neutral,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
45,Married,m,25,46,$25 - $49,23.1,Standard,College degree,8,No,5 to 15,Somewhat dissatisfied,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
34,Married,f,2,40,$25 - $49,19.8,Standard,Post-undergraduate degree,6,No,5 to 15,Highly dissatisfied,6,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
38,Married,Female,1,105,$75+,53.5,Luxury,Some college,9,No,5 to 15,Somewhat satisfied,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Unmarried,Male,6,137,$75+,67.5,Luxury,College degree,12,No,5 to 15,Highly satisfied,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
19,Married,Female,0,16,Under $25,7.9,Economy,High school degree,0,No,Less than 5,Highly dissatisfied,6,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Unmarried,Female,5,24,Under $25,11.9,Economy,Did not complete high school,5,No,5 to 15,Neutral,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
41,Married,Male,19,32,$25 - $49,15.7,Standard,High school degree,12,No,5 to 15,Somewhat satisfied,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Unmarried,Female,8,47,$25 - $49,23.9,Standard,College degree,7,No,5 to 15,Somewhat satisfied,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
42,Unmarried,Female,1,207,$75+,70.5,Luxury,Some college,14,No,5 to 15,Highly satisfied,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Married,Male,13,118,$75+,58.9,Luxury,College degree,18,No,More than 15,Highly satisfied,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,Female,31,288,$75+,70.9,Luxury,College degree,38,No,More than 15,Highly satisfied,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
66,Married,Male,1,13,Under $25,6.5,Economy,Did not complete high school,33,Yes,More than 15,Highly satisfied,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,Male,17,73,$50 - $74,36.7,Luxury,Some college,3,No,Less than 5,Somewhat satisfied,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
55,Unmarried,Female,7,33,$25 - $49,16.6,Standard,Did not complete high school,9,No,5 to 15,Somewhat dissatisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Married,Male,4,28,$25 - $49,13.3,Economy,Some college,5,No,5 to 15,Somewhat dissatisfied,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
39,Married,Male,3,63,$50 - $74,30.7,Luxury,Some college,5,No,5 to 15,Somewhat satisfied,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No
38,Unmarried,Male,2,30,$25 - $49,14.5,Economy,College degree,0,No,Less than 5,Highly dissatisfied,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Married,Female,11,89,$75+,44.3,Luxury,Some college,15,No,More than 15,Somewhat satisfied,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
52,Married,Female,25,78,$75+,38.7,Luxury,Did not complete high school,27,No,More than 15,Highly satisfied,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Unmarried,Female,28,1045,$75+,70.9,Luxury,Post-undergraduate degree,23,No,More than 15,Highly satisfied,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
58,Married,Male,30,97,$75+,49.1,Luxury,Did not complete high school,28,No,More than 15,Highly satisfied,4,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,Male,0,119,$75+,58.7,Luxury,High school degree,19,No,More than 15,Somewhat satisfied,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
64,Unmarried,Female,18,10,Under $25,4.9,Economy,Did not complete high school,6,Yes,5 to 15,Somewhat dissatisfied,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
45,Married,Female,11,242,$75+,76.1,Luxury,Some college,22,No,More than 15,Highly satisfied,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
66,Unmarried,Male,21,333,$75+,63.2,Luxury,Did not complete high school,44,No,More than 15,Highly satisfied,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,Female,5,29,$25 - $49,15.2,Standard,High school degree,2,No,Less than 5,Highly dissatisfied,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
31,Unmarried,Male,4,26,$25 - $49,12.6,Economy,High school degree,4,No,Less than 5,Somewhat satisfied,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Married,Male,1,56,$50 - $74,29.4,Standard,College degree,9,No,5 to 15,Highly satisfied,6,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
20,Unmarried,Female,0,21,Under $25,10.6,Economy,Some college,0,No,Less than 5,Highly dissatisfied,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
40,Married,Female,0,35,$25 - $49,17.3,Standard,Some college,4,No,Less than 5,Highly satisfied,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,Male,12,40,$25 - $49,19.3,Standard,High school degree,3,No,Less than 5,Somewhat dissatisfied,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,Male,17,89,$75+,43,Luxury,High school degree,12,No,5 to 15,Somewhat satisfied,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,Female,16,36,$25 - $49,18.3,Standard,Did not complete high school,7,No,5 to 15,Highly satisfied,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,Female,10,32,$25 - $49,15.4,Standard,Some college,4,No,Less than 5,Somewhat satisfied,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,Female,8,44,$25 - $49,22.1,Standard,College degree,4,No,Less than 5,Highly dissatisfied,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
35,Married,Male,7,41,$25 - $49,20.2,Standard,High school degree,7,No,5 to 15,Neutral,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
66,Unmarried,Male,36,45,$25 - $49,23.7,Standard,Did not complete high school,16,No,More than 15,Highly satisfied,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
63,Unmarried,Female,11,118,$75+,60.2,Luxury,Did not complete high school,14,No,5 to 15,Highly satisfied,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
34,Married,Female,14,102,$75+,51,Luxury,College degree,9,No,5 to 15,Somewhat dissatisfied,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
37,Married,Female,6,31,$25 - $49,15.4,Standard,Some college,7,No,5 to 15,Neutral,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
34,Married,Male,11,37,$25 - $49,18.4,Standard,Did not complete high school,5,No,5 to 15,Highly satisfied,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
36,Married,Male,7,109,$75+,56,Luxury,College degree,4,No,Less than 5,Highly dissatisfied,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
42,Unmarried,Male,17,42,$25 - $49,21.6,Standard,College degree,8,No,5 to 15,Somewhat satisfied,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
63,Unmarried,Female,12,143,$75+,72.2,Luxury,Did not complete high school,39,No,More than 15,Highly satisfied,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
30,Married,Female,5,50,$50 - $74,24.1,Standard,College degree,5,No,5 to 15,Highly satisfied,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
58,Married,Female,5,280,$75+,68.5,Luxury,Did not complete high school,37,No,More than 15,Somewhat satisfied,6,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,Female,11,37,$25 - $49,18.7,Standard,High school degree,15,No,More than 15,Neutral,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,Female,31,393,$75+,75,Luxury,Some college,32,No,More than 15,Somewhat satisfied,2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,Female,3,86,$75+,43.2,Luxury,College degree,10,No,5 to 15,Somewhat dissatisfied,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Unmarried,Female,3,24,Under $25,12,Economy,College degree,3,No,Less than 5,Somewhat satisfied,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
37,Married,Female,2,88,$75+,43.3,Luxury,College degree,5,No,5 to 15,Neutral,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Married,Female,13,66,$50 - $74,33.7,Luxury,Some college,8,No,5 to 15,Neutral,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
